,area_type,total_sqft,bathroom,balcony,price,site_location,BHK
2136,Plot  Area,2400.0,4.0,2,220.0,Ganesh Peth,4.0
2138,Plot  Area,1200.0,3.0,1,180.0,Ganesh Peth,4.0
2139,Super built-up  Area,2408.5,4.0,2,220.0,Ganesh Peth,4.0
2140,Super built-up  Area,2408.5,4.0,2,220.0,Ganesh Peth,4.0
2143,Plot  Area,2408.5,5.0,2,220.0,Ganesh Peth,5.0
2145,Super built-up  Area,900.0,1.0,0,38.0,Ganeshkhind,1.0
2146,Built-up  Area,900.0,1.0,1,60.0,Ganeshkhind,1.0
2147,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2148,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2149,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2150,Built-up  Area,900.0,1.0,0,59.0,Ganeshkhind,1.0
2151,Super built-up  Area,900.0,1.0,2,38.0,Ganeshkhind,1.0
2152,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2153,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2154,Super built-up  Area,900.0,1.0,1,38.0,Ganeshkhind,1.0
2155,Super built-up  Area,900.0,2.0,1,38.0,Ganeshkhind,1.0
2156,Super built-up  Area,2408.5,3.0,2,220.0,Ganeshkhind,2.0
2157,Plot  Area,2408.5,1.0,1,180.0,Ganeshkhind,2.0
2158,Super built-up  Area,1352.0,2.0,2,87.5,Ganeshkhind,2.0
2159,Super built-up  Area,1352.0,2.0,2,85.0,Ganeshkhind,2.0
2160,Plot  Area,1000.0,2.0,0,57.0,Ganeshkhind,2.0
2161,Super built-up  Area,1195.0,2.0,1,70.0,Ganeshkhind,2.0
2162,Super built-up  Area,1600.0,3.0,2,88.0,Ganeshkhind,2.0
2163,Super built-up  Area,1440.0,2.0,2,185.0,Ganeshkhind,2.0
2164,Super built-up  Area,1238.0,2.0,1,67.32,Ganeshkhind,2.0
2165,Super built-up  Area,2400.0,2.0,3,125.0,Ganeshkhind,2.0
2166,Super built-up  Area,1216.0,2.0,1,67.0,Ganeshkhind,2.0
2167,Super built-up  Area,1300.0,2.0,2,100.0,Ganeshkhind,2.0
2168,Super built-up  Area,1147.0,2.0,1,75.0,Ganeshkhind,2.0
2169,Built-up  Area,1350.0,2.0,2,103.0,Ganeshkhind,2.0
2170,Carpet  Area,900.0,2.0,1,78.74,Ganeshkhind,2.0
2171,Super built-up  Area,1368.0,2.0,3,87.0,Ganeshkhind,2.0
2172,Super built-up  Area,1250.0,2.0,2,65.0,Ganeshkhind,2.0
2173,Super built-up  Area,1155.0,2.0,1,69.18,Ganeshkhind,2.0
2174,Built-up  Area,1200.0,2.0,1,75.0,Ganeshkhind,2.0
2175,Built-up  Area,1670.0,3.0,2,120.0,Ganeshkhind,3.0
2176,Super built-up  Area,2121.0,4.0,3,220.0,Ganeshkhind,3.0
2177,Super built-up  Area,1610.0,3.0,1,115.0,Ganeshkhind,3.0
2178,Built-up  Area,1000.0,3.0,0,140.0,Ganeshkhind,3.0
2179,Super built-up  Area,1970.0,3.0,2,164.0,Ganeshkhind,3.0
2180,Super built-up  Area,2180.0,3.0,2,220.0,Ganeshkhind,3.0
2181,Plot  Area,2408.5,3.0,2,220.0,Ganeshkhind,3.0
2182,Super built-up  Area,2408.5,3.0,3,220.0,Ganeshkhind,3.0
2183,Super built-up  Area,2200.0,3.0,2,160.0,Ganeshkhind,3.0
2184,Super built-up  Area,1623.0,3.0,3,155.0,Ganeshkhind,3.0
2185,Super built-up  Area,1645.0,3.0,2,113.0,Ganeshkhind,3.0
2186,Super built-up  Area,2408.5,4.0,3,220.0,Ganeshkhind,3.0
2187,Super built-up  Area,2135.0,3.0,2,170.0,Ganeshkhind,3.0
2188,Super built-up  Area,1650.0,3.0,3,125.0,Ganeshkhind,3.0
2189,Super built-up  Area,2408.5,4.0,0,220.0,Ganeshkhind,4.0
2190,Plot  Area,1600.0,3.0,1,172.0,Ganeshkhind,4.0
2191,Plot  Area,2400.0,4.0,1,220.0,Ganeshkhind,4.0
2193,Plot  Area,2080.0,4.0,2,220.0,Ganeshkhind,4.0
2194,Plot  Area,1200.0,4.0,1,160.0,Ganeshkhind,4.0
2195,Plot  Area,1500.0,4.0,3,192.0,Ganeshkhind,4.0
2196,Plot  Area,1350.0,4.0,3,220.0,Ganeshkhind,4.0
2197,Built-up  Area,2000.0,2.0,1,160.0,Ganeshkhind,4.0
2199,Plot  Area,1600.0,3.0,3,185.0,Ganeshkhind,4.0
2200,Plot  Area,2043.0,2.0,1,220.0,Ganeshkhind,5.0
2202,Built-up  Area,2408.5,5.0,0,220.0,Ganeshkhind,5.0
2204,Plot  Area,2100.0,2.0,1,220.0,Ganeshkhind,6.0
2207,Built-up  Area,2408.5,2.0,1,90.0,Ganeshkhind,7.0
2208,Super built-up  Area,900.0,1.0,0,45.0,Ghorpade Peth,1.0
2209,Super built-up  Area,900.0,1.0,1,41.0,Ghorpade Peth,1.0
2210,Super built-up  Area,900.0,1.0,1,40.0,Ghorpade Peth,1.0
2211,Super built-up  Area,900.0,1.0,1,38.0,Ghorpade Peth,1.0
2212,Super built-up  Area,900.0,1.0,1,38.0,Ghorpade Peth,1.0
2213,Built-up  Area,900.0,1.0,1,38.0,Ghorpade Peth,1.0
2214,Built-up  Area,900.0,1.0,1,38.0,Ghorpade Peth,1.0
2215,Built-up  Area,1200.0,1.0,0,220.0,Ghorpade Peth,1.0
2216,Super built-up  Area,900.0,1.0,2,38.0,Ghorpade Peth,1.0
2217,Super built-up  Area,1352.5,2.0,0,93.865,Ghorpade Peth,2.0
2218,Super built-up  Area,1280.0,2.0,2,75.0,Ghorpade Peth,2.0
2219,Super built-up  Area,1145.0,2.0,1,75.0,Ghorpade Peth,2.0
2220,Super built-up  Area,1418.0,2.0,2,105.0,Ghorpade Peth,2.0
2221,Super built-up  Area,1178.0,2.0,3,82.0,Ghorpade Peth,2.0
2222,Super built-up  Area,1541.0,2.0,2,130.0,Ghorpade Peth,2.0
2223,Super built-up  Area,1345.0,2.0,1,97.0,Ghorpade Peth,2.0
2224,Super built-up  Area,1007.0,2.0,1,75.0,Ghorpade Peth,2.0
2225,Super built-up  Area,1350.0,2.0,1,88.0,Ghorpade Peth,2.0
2226,Built-up  Area,900.0,2.0,2,55.0,Ghorpade Peth,2.0
2227,Built-up  Area,900.0,1.0,3,95.0,Ghorpade Peth,2.0
2228,Plot  Area,1150.0,2.0,1,170.0,Ghorpade Peth,2.0
2229,Built-up  Area,1200.0,2.0,0,120.0,Ghorpade Peth,2.0
2230,Plot  Area,1200.0,3.0,1,130.0,Ghorpade Peth,3.0
2231,Super built-up  Area,1640.0,3.0,2,220.0,Ghorpade Peth,3.0
2232,Super built-up  Area,2408.0,4.0,2,220.0,Ghorpade Peth,3.0
2233,Super built-up  Area,1645.0,3.0,2,135.0,Ghorpade Peth,3.0
2234,Super built-up  Area,2000.0,3.0,3,185.0,Ghorpade Peth,3.0
2235,Plot  Area,900.0,3.0,2,60.0,Ghorpade Peth,3.0
2236,Built-up  Area,2162.0,3.0,1,200.0,Ghorpade Peth,3.0
2237,Super built-up  Area,2408.5,3.0,1,220.0,Ghorpade Peth,3.0
2238,Plot  Area,2400.0,2.0,2,220.0,Ghorpade Peth,3.0
2239,Super built-up  Area,1305.0,2.0,1,110.0,Ghorpade Peth,3.0
2240,Super built-up  Area,2215.0,3.0,2,220.0,Ghorpade Peth,3.0
2241,Super built-up  Area,2408.5,4.0,2,220.0,Ghorpade Peth,3.0
2242,Super built-up  Area,1919.0,3.0,0,220.0,Ghorpade Peth,3.0
2243,Super built-up  Area,2408.5,4.0,1,220.0,Ghorpade Peth,4.0
2245,Super built-up  Area,2408.5,4.0,3,220.0,Ghorpade Peth,4.0
2247,Super built-up  Area,2408.5,4.0,3,220.0,Ghorpade Peth,4.0
2249,Plot  Area,1200.0,2.0,1,140.0,Ghorpade Peth,4.0
2250,Plot  Area,2408.5,3.0,2,220.0,Ghorpade Peth,4.0
2251,Super built-up  Area,2408.5,4.0,2,220.0,Ghorpade Peth,4.0
2252,Plot  Area,1200.0,4.0,2,220.0,Ghorpade Peth,4.0
2253,Super built-up  Area,2408.5,2.0,3,220.0,Ghorpade Peth,4.0
2255,Plot  Area,2408.5,5.0,3,220.0,Ghorpade Peth,5.0
2258,Built-up  Area,2408.5,4.0,2,220.0,Ghorpade Peth,7.0
2260,Built-up  Area,900.0,1.0,1,38.0,Ghorpadi,1.0
2261,Super built-up  Area,900.0,1.0,0,38.0,Ghorpadi,1.0
2262,Built-up  Area,900.0,1.0,1,38.0,Ghorpadi,1.0
2263,Super built-up  Area,1200.0,1.0,0,95.0,Ghorpadi,1.0
2264,Super built-up  Area,900.0,1.0,1,38.0,Ghorpadi,1.0
2265,Super built-up  Area,900.0,1.0,0,39.99,Ghorpadi,1.0
2266,Super built-up  Area,900.0,1.0,1,38.0,Ghorpadi,1.0
2267,Super built-up  Area,933.0,1.0,1,61.0,Ghorpadi,1.0
2268,Super built-up  Area,900.0,1.0,1,38.0,Ghorpadi,1.0
2269,Super built-up  Area,900.0,1.0,0,38.0,Ghorpadi,1.0
2270,Super built-up  Area,900.0,2.0,1,38.0,Ghorpadi,2.0
2271,Super built-up  Area,900.0,2.0,1,45.0,Ghorpadi,2.0
2272,Super built-up  Area,1222.0,2.0,1,63.0,Ghorpadi,2.0
2273,Built-up  Area,957.0,2.0,1,56.0,Ghorpadi,2.0
2274,Super built-up  Area,1128.0,2.0,1,65.65,Ghorpadi,2.0
2275,Super built-up  Area,1128.0,2.0,2,75.0,Ghorpadi,2.0
2276,Super built-up  Area,1125.0,2.0,1,75.0,Ghorpadi,2.0
2277,Built-up  Area,1140.0,2.0,2,65.0,Ghorpadi,2.0
2278,Super built-up  Area,1400.0,2.0,3,78.0,Ghorpadi,2.0
2279,Super built-up  Area,1608.0,2.0,2,85.0,Ghorpadi,2.0
2280,Built-up  Area,1200.0,2.0,1,67.0,Ghorpadi,2.0
2281,Built-up  Area,1100.0,2.0,1,78.0,Ghorpadi,2.0
2282,Built-up  Area,1180.0,2.0,3,58.0,Ghorpadi,2.0
2283,Super built-up  Area,1100.0,1.0,2,55.0,Ghorpadi,2.0
2284,Built-up  Area,1163.0,2.0,1,65.0,Ghorpadi,2.0
2285,Super built-up  Area,1331.0,2.0,1,88.0,Ghorpadi,2.0
2286,Built-up  Area,1495.0,2.0,2,83.0,Ghorpadi,2.0
2287,Built-up  Area,1325.0,2.0,2,73.0,Ghorpadi,2.0
2288,Super built-up  Area,1012.0,2.0,1,53.58,Ghorpadi,2.0
2289,Plot  Area,1100.0,2.0,1,55.0,Ghorpadi,2.0
2290,Super built-up  Area,1246.0,2.0,1,95.0,Ghorpadi,2.0
2291,Built-up  Area,950.0,2.0,0,65.0,Ghorpadi,2.0
2292,Super built-up  Area,1060.0,2.0,2,52.0,Ghorpadi,2.0
2293,Built-up  Area,960.0,2.0,2,48.0,Ghorpadi,2.0
2294,Built-up  Area,1150.0,2.0,1,57.0,Ghorpadi,2.0
2295,Built-up  Area,1182.0,2.0,1,64.0,Ghorpadi,2.0
2296,Super built-up  Area,1787.0,3.0,2,125.0,Ghorpadi,3.0
2297,Super built-up  Area,2060.0,3.0,2,140.0,Ghorpadi,3.0
2298,Super built-up  Area,2401.0,3.0,2,185.0,Ghorpadi,3.0
2299,Built-up  Area,1991.0,3.0,2,160.0,Ghorpadi,3.0
2300,Super built-up  Area,1255.0,3.0,2,77.68,Ghorpadi,3.0
2301,Super built-up  Area,1591.0,3.0,1,122.0,Ghorpadi,3.0
2302,Plot  Area,1200.0,3.0,2,70.0,Ghorpadi,3.0
2303,Super built-up  Area,1804.0,3.0,2,166.0,Ghorpadi,3.0
2304,Plot  Area,1800.0,2.0,1,110.0,Ghorpadi,3.0
2305,Carpet  Area,1234.6,3.0,1,104.0,Ghorpadi,3.0
2306,Plot  Area,2408.5,3.0,1,220.0,Ghorpadi,3.0
2307,Super built-up  Area,1787.0,3.0,2,116.0,Ghorpadi,3.0
2308,Super built-up  Area,1747.0,3.0,1,110.0,Ghorpadi,3.0
2309,Super built-up  Area,1893.0,3.0,2,130.0,Ghorpadi,3.0
2310,Super built-up  Area,2408.5,4.0,2,220.0,Ghorpadi,4.0
2311,Built-up  Area,2408.5,4.0,1,220.0,Ghorpadi,4.0
2312,Plot  Area,2408.5,5.0,2,220.0,Ghorpadi,4.0
2313,Plot  Area,1350.0,4.0,1,90.0,Ghorpadi,4.0
2314,Plot  Area,2408.5,5.0,0,220.0,Ghorpadi,4.0
2315,Super built-up  Area,2408.5,4.0,0,220.0,Ghorpadi,4.0
2316,Plot  Area,2408.5,4.0,1,220.0,Ghorpadi,4.0
2317,Built-up  Area,2408.5,4.0,3,188.0,Ghorpadi,4.0
2320,Super built-up  Area,2408.5,2.0,3,95.0,Ghorpadi,7.0
2322,Plot  Area,900.0,1.0,0,52.0,Gokhale Nagar,1.0
2323,Super built-up  Area,900.0,1.0,1,38.44,Gokhale Nagar,1.0
2324,Built-up  Area,900.0,2.0,2,50.0,Gokhale Nagar,1.0
2325,Super built-up  Area,900.0,1.0,1,38.0,Gokhale Nagar,1.0
2326,Super built-up  Area,900.0,1.0,1,40.0,Gokhale Nagar,1.0
2327,Super built-up  Area,900.0,1.0,1,38.0,Gokhale Nagar,1.0
2328,Built-up  Area,1050.0,2.0,2,41.0,Gokhale Nagar,1.0
2329,Super built-up  Area,1280.0,2.0,2,75.0,Gokhale Nagar,2.0
2330,Super built-up  Area,1195.0,2.0,1,70.0,Gokhale Nagar,2.0
2331,Super built-up  Area,900.0,2.0,1,120.0,Gokhale Nagar,2.0
2332,Super built-up  Area,1180.0,2.0,1,70.0,Gokhale Nagar,2.0
2333,Super built-up  Area,1420.0,2.0,1,123.0,Gokhale Nagar,2.0
2334,Super built-up  Area,1127.0,2.0,1,68.0,Gokhale Nagar,2.0
2335,Super built-up  Area,1200.0,2.0,2,75.0,Gokhale Nagar,2.0
2336,Super built-up  Area,1320.0,2.0,1,150.0,Gokhale Nagar,2.0
2337,Super built-up  Area,1470.0,2.0,2,170.0,Gokhale Nagar,2.0
2338,Super built-up  Area,1255.0,2.0,3,120.0,Gokhale Nagar,2.0
2339,Plot  Area,900.0,2.0,0,42.0,Gokhale Nagar,2.0
2340,Plot  Area,1200.0,2.0,1,200.0,Gokhale Nagar,2.0
2341,Super built-up  Area,1180.0,2.0,1,86.0,Gokhale Nagar,2.0
2342,Built-up  Area,1000.0,2.0,0,70.0,Gokhale Nagar,2.0
2343,Built-up  Area,1080.0,2.0,3,64.0,Gokhale Nagar,2.0
2344,Built-up  Area,1332.0,2.0,2,101.0,Gokhale Nagar,2.0
2345,Super built-up  Area,1026.0,2.0,1,60.55,Gokhale Nagar,2.0
2346,Plot  Area,1200.0,2.0,0,82.0,Gokhale Nagar,2.0
2347,Super built-up  Area,1835.0,2.0,3,155.0,Gokhale Nagar,3.0
2348,Plot  Area,1320.0,2.0,2,200.0,Gokhale Nagar,3.0
2349,Super built-up  Area,2408.5,4.0,3,220.0,Gokhale Nagar,3.0
2350,Built-up  Area,2408.5,3.0,1,220.0,Gokhale Nagar,3.0
2351,Super built-up  Area,2200.0,3.0,2,190.0,Gokhale Nagar,3.0
2352,Super built-up  Area,2070.0,3.0,2,220.0,Gokhale Nagar,3.0
2353,Plot  Area,1200.0,3.0,1,130.0,Gokhale Nagar,3.0
2354,Plot  Area,900.0,2.0,1,200.0,Gokhale Nagar,3.0
2355,Super built-up  Area,1602.0,2.0,1,165.0,Gokhale Nagar,3.0
2356,Plot  Area,1200.0,2.0,2,150.0,Gokhale Nagar,3.0
2357,Built-up  Area,2400.0,3.0,2,220.0,Gokhale Nagar,3.0
2358,Super built-up  Area,2289.0,3.0,3,180.0,Gokhale Nagar,3.0
2359,Super built-up  Area,1200.0,2.0,2,120.0,Gokhale Nagar,3.0
2360,Plot  Area,2408.5,2.0,1,220.0,Gokhale Nagar,3.0
2361,Super built-up  Area,2408.5,2.0,2,220.0,Gokhale Nagar,4.0
2362,Plot  Area,2408.5,4.0,0,220.0,Gokhale Nagar,4.0
2364,Plot  Area,2064.0,5.0,2,220.0,Gokhale Nagar,4.0
2365,Super built-up  Area,2408.5,4.0,3,220.0,Gokhale Nagar,4.0
2366,Plot  Area,1200.0,4.0,2,100.0,Gokhale Nagar,4.0
2368,Plot  Area,1500.0,5.0,1,175.0,Gokhale Nagar,5.0
2369,Built-up  Area,2408.5,5.0,2,220.0,Gokhale Nagar,5.0
2370,Super built-up  Area,2408.5,2.0,1,220.0,Gokhale Nagar,5.0
2372,Super built-up  Area,2408.5,2.0,3,220.0,Gokhale Nagar,7.0
2374,Super built-up  Area,900.0,1.0,0,38.0,Gultekdi,1.0
2375,Super built-up  Area,900.0,1.0,1,43.0,Gultekdi,1.0
2376,Super built-up  Area,900.0,1.0,1,45.0,Gultekdi,1.0
2377,Built-up  Area,900.0,1.0,0,38.0,Gultekdi,1.0
2378,Super built-up  Area,900.0,1.0,1,38.0,Gultekdi,1.0
2379,Built-up  Area,1170.0,2.0,2,52.0,Gultekdi,2.0
2380,Built-up  Area,900.0,2.0,1,38.0,Gultekdi,2.0
2381,Super built-up  Area,1185.0,2.0,2,42.6,Gultekdi,2.0
2382,Super built-up  Area,1180.0,2.0,1,69.0,Gultekdi,2.0
2383,Plot  Area,2408.5,2.0,2,38.0,Gultekdi,2.0
2384,Super built-up  Area,1050.0,2.0,1,67.0,Gultekdi,2.0
2385,Super built-up  Area,1000.0,2.0,1,38.0,Gultekdi,2.0
2386,Super built-up  Area,1238.0,2.0,1,67.0,Gultekdi,2.0
2387,Plot  Area,2408.5,2.0,0,220.0,Gultekdi,2.0
2388,Super built-up  Area,1020.0,2.0,1,39.0,Gultekdi,2.0
2389,Super built-up  Area,1430.0,2.0,2,113.0,Gultekdi,2.0
2390,Built-up  Area,1234.0,2.0,1,61.0,Gultekdi,2.0
2391,Super built-up  Area,1468.0,3.0,2,130.0,Gultekdi,2.0
2392,Built-up  Area,1050.0,2.0,3,41.0,Gultekdi,2.0
2393,Built-up  Area,1020.0,2.0,1,38.0,Gultekdi,2.0
2394,Super built-up  Area,900.0,2.0,1,38.0,Gultekdi,2.0
2395,Super built-up  Area,927.0,2.0,2,38.0,Gultekdi,2.0
2396,Super built-up  Area,1180.0,2.0,2,38.0,Gultekdi,2.0
2397,Super built-up  Area,1080.0,2.0,2,38.0,Gultekdi,2.0
2398,Super built-up  Area,1257.0,2.0,1,69.0,Gultekdi,2.0
2399,Super built-up  Area,1230.0,2.0,2,66.25,Gultekdi,2.0
2400,Super built-up  Area,1134.0,2.0,1,45.36,Gultekdi,2.0
2401,Super built-up  Area,1250.0,2.0,2,40.0,Gultekdi,2.0
2402,Super built-up  Area,1250.0,2.0,1,59.0,Gultekdi,2.0
2403,Super built-up  Area,1385.0,2.0,3,65.0,Gultekdi,2.0
2404,Super built-up  Area,1020.0,2.0,1,41.82,Gultekdi,2.0
2405,Super built-up  Area,1302.5,2.0,0,67.73,Gultekdi,2.0
2406,Super built-up  Area,1628.0,2.0,2,68.0,Gultekdi,2.0
2407,Super built-up  Area,900.0,2.0,1,38.0,Gultekdi,2.0
2408,Super built-up  Area,1115.0,2.0,2,43.0,Gultekdi,2.0
2409,Built-up  Area,1150.0,2.0,0,220.0,Gultekdi,2.0
2410,Super built-up  Area,1093.0,2.0,2,72.0,Gultekdi,2.0
2411,Super built-up  Area,1260.0,2.0,1,108.0,Gultekdi,2.0
2412,Built-up  Area,1240.0,2.0,1,58.58,Gultekdi,2.0
2413,Super built-up  Area,1000.0,2.0,2,43.0,Gultekdi,2.0
2414,Super built-up  Area,1020.0,2.0,1,48.45,Gultekdi,2.0
2415,Super built-up  Area,1345.0,2.0,2,108.0,Gultekdi,2.0
2416,Super built-up  Area,1394.0,2.0,2,56.0,Gultekdi,2.0
2417,Super built-up  Area,1077.0,2.0,1,50.0,Gultekdi,2.0
2418,Super built-up  Area,1120.0,2.0,2,38.0,Gultekdi,2.0
2419,Super built-up  Area,1120.0,2.0,2,49.0,Gultekdi,2.0
2420,Super built-up  Area,1010.0,2.0,1,40.4,Gultekdi,2.0
2421,Built-up  Area,900.0,1.0,0,38.0,Gultekdi,2.0
2422,Super built-up  Area,1050.0,2.0,2,38.0,Gultekdi,2.0
2423,Super built-up  Area,972.0,2.0,1,40.0,Gultekdi,2.0
2424,Super built-up  Area,1050.0,2.0,1,51.66,Gultekdi,2.0
2425,Super built-up  Area,1250.0,2.0,2,65.0,Gultekdi,2.0
2426,Built-up  Area,1050.0,2.0,2,125.0,Gultekdi,2.0
2427,Built-up  Area,1200.0,2.0,3,43.0,Gultekdi,2.0
2428,Super built-up  Area,1279.0,2.0,3,100.0,Gultekdi,2.0
2429,Super built-up  Area,1200.0,2.0,2,78.0,Gultekdi,2.0
2430,Super built-up  Area,1075.0,2.0,1,53.7,Gultekdi,2.0
2431,Built-up  Area,900.0,1.0,0,38.0,Gultekdi,2.0
2432,Built-up  Area,1053.0,2.0,0,51.0,Gultekdi,2.0
2433,Plot  Area,1050.0,2.0,0,58.0,Gultekdi,2.0
2434,Super built-up  Area,1299.0,2.0,3,58.0,Gultekdi,2.0
2435,Super built-up  Area,940.0,2.0,1,38.0,Gultekdi,2.0
2436,Built-up  Area,900.0,2.0,2,45.0,Gultekdi,2.0
2437,Built-up  Area,1367.0,2.0,0,80.0,Gultekdi,2.0
2438,Super built-up  Area,1232.0,2.0,1,94.28,Gultekdi,2.0
2439,Carpet  Area,900.0,1.0,1,65.0,Gultekdi,2.0
2440,Built-up  Area,1450.0,2.0,2,85.0,Gultekdi,3.0
2441,Super built-up  Area,1703.0,3.0,1,101.0,Gultekdi,3.0
2442,Plot  Area,1200.0,2.0,2,100.0,Gultekdi,3.0
2443,Built-up  Area,1875.0,2.0,3,220.0,Gultekdi,3.0
2444,Super built-up  Area,2250.0,3.0,1,195.0,Gultekdi,3.0
2445,Super built-up  Area,1397.0,3.0,2,104.0,Gultekdi,3.0
2446,Super built-up  Area,1937.0,3.0,2,140.0,Gultekdi,3.0
2447,Super built-up  Area,2408.5,3.0,1,220.0,Gultekdi,3.0
2448,Super built-up  Area,1639.0,3.0,3,120.0,Gultekdi,3.0
2449,Super built-up  Area,2408.5,3.0,3,138.0,Gultekdi,3.0
2450,Super built-up  Area,2266.0,3.0,2,207.0,Gultekdi,3.0
2451,Plot  Area,2408.5,2.0,2,220.0,Gultekdi,3.0
2452,Super built-up  Area,1760.0,3.0,2,160.0,Gultekdi,3.0
2453,Super built-up  Area,1839.0,3.0,3,160.0,Gultekdi,3.0
2454,Built-up  Area,2316.0,3.0,0,125.0,Gultekdi,3.0
2455,Super built-up  Area,1960.0,3.0,2,165.0,Gultekdi,3.0
2456,Super built-up  Area,2275.0,4.0,2,187.0,Gultekdi,3.0
2457,Plot  Area,2200.0,4.0,1,150.0,Gultekdi,3.0
2458,Super built-up  Area,1730.0,3.0,2,175.0,Gultekdi,3.0
2459,Plot  Area,1200.0,3.0,1,165.0,Gultekdi,4.0
2460,Super built-up  Area,2408.5,4.0,3,220.0,Gultekdi,4.0
2461,Super built-up  Area,2408.5,5.0,3,220.0,Gultekdi,4.0
2462,Super built-up  Area,2408.5,5.0,0,220.0,Gultekdi,4.0
2463,Plot  Area,2400.0,4.0,2,220.0,Gultekdi,4.0
2464,Plot  Area,1200.0,4.0,1,130.0,Gultekdi,4.0
2465,Built-up  Area,2408.5,4.0,1,220.0,Gultekdi,4.0
2466,Plot  Area,2400.0,5.0,1,220.0,Gultekdi,4.0
2467,Built-up  Area,2065.0,4.0,0,220.0,Gultekdi,4.0
2468,Built-up  Area,2408.5,4.0,3,220.0,Gultekdi,4.0
2469,Super built-up  Area,2408.5,4.0,2,220.0,Gultekdi,4.0
2470,Plot  Area,1650.0,2.0,1,140.0,Gultekdi,4.0
2472,Plot  Area,1200.0,4.0,1,110.0,Gultekdi,4.0
2473,Plot  Area,1575.0,4.0,0,150.0,Gultekdi,5.0
2475,Super built-up  Area,2408.5,5.0,2,220.0,Gultekdi,5.0
2479,Built-up  Area,900.0,1.0,0,41.0,Guruwar peth,1.0
2480,Built-up  Area,900.0,1.0,1,38.0,Guruwar peth,1.0
2481,Super built-up  Area,900.0,1.0,1,55.0,Guruwar peth,1.0
2482,Super built-up  Area,900.0,1.0,1,38.0,Guruwar peth,1.0
2483,Super built-up  Area,900.0,1.0,1,62.0,Guruwar peth,1.0
2484,Carpet  Area,900.0,1.0,0,38.0,Guruwar peth,1.0
2485,Plot  Area,900.0,1.0,1,38.0,Guruwar peth,1.0
2486,Super built-up  Area,900.0,1.0,1,38.0,Guruwar peth,1.0
2487,Plot  Area,900.0,1.0,0,70.0,Guruwar peth,1.0
2488,Super built-up  Area,1418.0,2.0,2,95.0,Guruwar peth,2.0
2489,Plot  Area,1200.0,1.0,2,95.0,Guruwar peth,2.0
2490,Plot  Area,1200.0,2.0,1,136.0,Guruwar peth,2.0
2491,Super built-up  Area,1108.0,2.0,1,74.23,Guruwar peth,2.0
2492,Super built-up  Area,1248.0,2.0,1,130.0,Guruwar peth,2.0
2493,Built-up  Area,1200.0,2.0,1,75.0,Guruwar peth,2.0
2494,Super built-up  Area,1400.0,2.0,3,90.0,Guruwar peth,2.0
2495,Super built-up  Area,953.0,2.0,1,90.0,Guruwar peth,2.0
2496,Super built-up  Area,1392.0,2.0,1,110.0,Guruwar peth,2.0
2497,Super built-up  Area,2204.0,2.0,3,220.0,Guruwar peth,3.0
2498,Super built-up  Area,1900.0,3.0,3,160.0,Guruwar peth,3.0
2499,Super built-up  Area,2408.5,4.0,1,220.0,Guruwar peth,3.0
2500,Plot  Area,900.0,4.0,2,180.0,Guruwar peth,3.0
2501,Plot  Area,900.0,2.0,1,220.0,Guruwar peth,3.0
2502,Plot  Area,1524.0,4.0,2,220.0,Guruwar peth,3.0
2503,Plot  Area,1200.0,4.0,0,135.0,Guruwar peth,4.0
2504,Super built-up  Area,2408.5,4.0,1,220.0,Guruwar peth,4.0
2506,Built-up  Area,2408.5,5.0,1,220.0,Guruwar peth,4.0
2507,Plot  Area,1660.4,4.0,2,211.0,Guruwar peth,4.0
2508,Super built-up  Area,2408.5,4.0,3,220.0,Guruwar peth,4.0
2509,Built-up  Area,1200.0,4.0,1,85.0,Guruwar peth,4.0
2511,Plot  Area,2408.5,4.0,2,220.0,Guruwar peth,4.0
2512,Plot  Area,2408.5,4.0,2,220.0,Guruwar peth,4.0
2513,Super built-up  Area,2408.5,5.0,3,180.0,Guruwar peth,4.0
2514,Super built-up  Area,2408.5,5.0,3,220.0,Guruwar peth,4.0
2516,Super built-up  Area,2408.5,5.0,1,220.0,Guruwar peth,5.0
2518,Plot  Area,2400.0,2.0,2,110.0,Guruwar peth,6.0
2520,Super built-up  Area,2408.5,2.0,1,150.0,Guruwar peth,7.0
2521,Built-up  Area,900.0,1.0,1,38.0,Hadapsar,1.0
2522,Built-up  Area,923.0,1.0,1,45.69,Hadapsar,1.0
2523,Built-up  Area,965.0,1.0,1,38.0,Hadapsar,1.0
2524,Super built-up  Area,900.0,1.0,0,38.0,Hadapsar,1.0
2525,Built-up  Area,900.0,1.0,1,38.0,Hadapsar,1.0
2526,Super built-up  Area,1500.0,2.0,1,78.0,Hadapsar,2.0
2527,Super built-up  Area,1385.0,2.0,1,83.09,Hadapsar,2.0
2528,Super built-up  Area,1125.0,2.0,2,62.0,Hadapsar,2.0
2529,Super built-up  Area,1246.0,2.0,1,67.0,Hadapsar,2.0
2530,Super built-up  Area,1070.0,2.0,1,42.79,Hadapsar,2.0
2531,Super built-up  Area,1200.0,2.0,2,38.0,Hadapsar,2.0
